Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Minutes,Hours,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Watershed,Receiving waters,County,Comments,Penalty Collected,Penalty Notes
SSO,Pheasant Ridge MHC,N/A,11/13/2011,10:30:00 AM,0,22,0,7801 Pheasant Ridge Dr,21771,39.359947,77.149278,Pheasant Ridge WWTP,120,120,Paper towels,,Unknown,Frederick,Zip code not provided & lat/long could be obtained,,"check paper report, Frederick says this is not their's"
SSO,City of Baltimore,N/A,3/13/2014,,,,,1438 Cedarcroft Road,21239,,,,0,0,"Paper, Debris and Feces",,None,City of Baltimore,Evidence of Overflow,,
SSO,Baltimore County DPW,N/A,4/22/2010,4:30:00 PM,0,0,35,"6631 Jonnycake Rd., MH #33763, Catonsville",21224,,,Back River WWTP,300,300,"Paper, grease",,Dead Run,Baltimore County,None,,
SSO,Baltimore County DPW,N/A,11/27/2006,8:29:00 AM,0,3,25,"11 Denison St, Timonium, MD-Back River WWTP",21093,,,Back River WWTP,400,400,"Paper, Rags, Grease Roots, Stone",,Spring Branch,Baltimore County,None,,
SSO,Baltimore County DPW,N/A,9/18/2012,6:30:00 PM,0,0,45,442 Charles Street Ave,21204,39.398136,76.623266,Back River WWTP,100,100,"Paper, sludge * grease",,Towson Run,Baltimore County,None,,
SSO,"Dorsey Run Advanced WWTP, MES",N/A,1/10/2008,,,,,in the diversion vault of the collection system,20794,39.135054,76.772516,,500,500,partial blockage,,Unknown,Howard,"Duration, collection system & zip code not provided",,
SSO,Cecil County DPW,N/A,10/17/2010,6:00:00 PM,,,,"CSX RR Tracks 2/10th ;mile East of Red Toad Road, North East",21901,,,North East Advanced WWTP,2000,2000,Rag ball,,Unknown,Cecil,Duration and collection system not provided,,
SSO,City of Baltimore,N/A,1/11/2012,1:28:00 PM,0,2,12,107 N. Rock Glen Road,21229,39.284401,76.70097,Patapsco WWTP,600,600,"Rag, Roots, Grease",,Gwynn Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/27/2008,3:55:00 PM,0,0,610,3005 Monument Ct,21216,,,Patapsco WWTP,610,610,Rage & grease,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,4/23/2012,5:30:00 PM,0,1,35,5082 Orville Avenue,21205,39.310303,76.555488,Back River WWTP,190,190,"Rage, Debris",,Herring Run,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,5/9/2012,12:00:00 AM,0,0,0,2202 E. Fairmount Avenue,21231,39.292948,76.586205,,0,0,"Rage, Grease",,Unknown,City of Baltimore,"Blank fields = No Information Submitted, evidence of overflow",,
SSO,Washington County Department of Water Quality,N/A,12/11/2006,9:00:00 AM,0,1,30,"MH # 9-25 at 400 S. Cannon Ave., City of Hagerstown, MD",,,,,100,100,Rags,,Storm Drain Flow to Antietam Creek,Washington,Collection system not provided,,
SSO,City of Baltimore,N/A,12/21/2007,9:20:00 PM,0,0,40,3200 Tiogn Pkwy,21215,,,Patapsco WWTP,400,400,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,12/27/2007,11:53:00 AM,0,0,97,1900 Sutterworth St,21230,,,Patapsco WWTP,1455,1455,Rags,,Patapsco River,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,2/28/2008,8:30:00 AM,0,2,30,6563 Boston Street,21224,,,Back River WWTP,750,750,Rags,,Colgate Creek and Patapsco River,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,3/25/2008,5:20:00 PM,0,2,25,5400 Greenspring Ave,21209,,,Patapsco WWTP,7250,7250,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,4/30/2008,2:19:00 AM,0,8,30,412 Doe Meadow Drive,21112,,,,8500,8500,Rags,,Gwynn's Falls,Baltimore County,Collection system not provided,,
SSO,City of Baltimore,N/A,8/18/2008,9:00:00 AM,0,3,25,1400 Gusryan St,21224,,,Back River WWTP,2050,2050,Rags,,North West Branch,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,10/3/2008,2:00:00 PM,0,6,0,5900 Greenspring Ave,21209,,,Patapsco WWTP,0,0,Rags,,Jones Falls,City of Baltimore,Quantity reported as unknown,,
SSO,City of Baltimore,N/A,10/10/2008,11:00:00 PM,0,1,0,6 St Johns Rd,21210,,,Patapsco WWTP,120,120,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,10/22/2008,10:59:00 PM,0,0,31,825 Yale Ave,21229,,,Patapsco WWTP,60,60,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/7/2008,5:27:00 PM,0,0,88,2822 Edmondson Ave,21223,,,Back River WWTP,264,264,Rags,,Gwynn's Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,1/14/2009,3:20:00 PM,0,2,25,2921 Strandan Rd,21230,,,Patapsco WWTP,290,290,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,1/16/2009,12:41:00 PM,0,1,19,1923 Mc Cullon St,21217,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,Quantity reported as unknown,,
SSO,City of Baltimore,N/A,2/5/2009,7:28:00 PM,0,3,52,1 Edgevale Road,21210,,,Patapsco WWTP,484,484,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,2/16/2009,2:06:00 PM,0,5,6,3308 Hilton St,21216,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"quantity reported as ""Unknown (evidence of overflow)""",,
SSO,City of Baltimore,N/A,2/24/2009,4:20:00 PM,0,2,42,2237 Prospect Ave,21216,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"quantity reported as ""Unknown (evidence of overflow)""",,
SSO,City of Baltimore,N/A,3/10/2009,,,,,445 Ticher Ave,21218,,,Back River WWTP,0,0,Rags,,Jones Falls,City of Baltimore,"Time discovered, duration and quantity not reported",,
SSO,City of Baltimore,N/A,3/21/2009,12:25:00 PM,0,0,0,1006 Darley Ave,21218,,,Back River WWTP,0,0,Rags,,Herring Run,City of Baltimore,Quantity not provided,,
SSO,City of Baltimore,N/A,4/2/2009,6:44:00 PM,0,1,41,3921 Boarman Ave,21215,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,Quantity listed as 1 gal per minute only when consumer flushed),,
SSO,City of Baltimore,N/A,4/29/2009,2:19:00 PM,0,2,47,2432 Edmonson Ave,21223,,,Back River WWTP,187,187,Rags,,Gwynn's Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,4/30/2009,12:40:00 PM,0,2,0,3400 Reistertown Rd,21265,,,,600,600,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/4/2009,12:32:00 PM,0,0,30,2400 W. Belvedere Ave,21215,,,Patapsco WWTP,150,150,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/5/2009,11:30:00 AM,0,1,11,3721 Potee St,21225,,,Back River WWTP,10,10,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/12/2009,6:26:00 PM,0,1,7,222 N. Carrollton Ave,21223,,,Back River WWTP,335,335,Rags,,Inner Harbor,City of Baltimore,None,,
SSO,City of Baltimore,N/A,5/20/2009,4:30:00 PM,0,3,7,5000 Pulaski Hwy,21224,,,Back River WWTP,374,374,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,6/17/2009,8:30:00 AM,0,2,0,3509 North Ave,21213,,,Back River WWTP,360,360,Rags,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,6/22/2009,4:28:00 PM,0,3,33,4159 Patterson Ave,21215,,,Patapsco WWTP,2130,2130,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,6/24/2009,11:00:00 AM,0,2,0,2300 Lipps Lane,21223,,,Back River WWTP,120,120,Rags,,Gwynn's Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,7/8/2009,2:39:00 PM,0,3,51,519 N. Steeper St,21205,,,Back River WWTP,0,0,Rags,,Inner Harbor,City of Baltimore,Quantity reported as unknown,,
SSO,City of Baltimore,N/A,7/9/2009,7:45:00 PM,0,2,40,3301 Liberty Heights,21215,,,Patapsco WWTP,0,0,Rags,,Strom system,City of Baltimore,Quantity reported as unknown,,
SSO,City of Baltimore,N/A,7/12/2009,10:10:00 AM,0,2,0,6800 Park Heights Ave,21215,,,Patapsco WWTP,300,300,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,7/15/2009,10:00:00 AM,0,160,0,4128 Westchester Rd,21215,,,Patapsco WWTP,9600,9600,Rags,,Gwynn's Falls,City of Baltimore,Quantity reported as 1 GPM,,
SSO,City of Baltimore,N/A,7/20/2009,11:00:00 AM,0,2,0,2578 Melbourne Ave,21230,,,Patapsco WWTP,180,180,Rags,,Patapsco River,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,9/24/2009,11:00:00 AM,0,1,0,1612 N. Warwick Ave,21216,,,Patapsco WWTP,60,60,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,10/29/2009,12:34:00 PM,0,5,24,3220 Sun Ct,21226,,,Patapsco WWTP,324,324,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/3/2009,7:40:00 PM,0,2,32,1800 W. Baltimore St.,21223,,,Back River WWTP,760,760,Rags,,Inner Harbor,City of Baltimore,None,,
SSO,City of Baltimore,N/A,12/7/2009,12:30:00 PM,0,1,30,4803 Roberton Ave,21206,,,Back River WWTP,900,900,Rags,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,12/17/2009,1:00:00 PM,0,1,0,3700 Keswick Rd,21211,,,Patapsco WWTP,180,180,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,1/13/2010,1:14:00 PM,0,1,50,"110 West Road, MH in right-of-way, MH #2 private & 21258",21204,,,Back River WWTP,1300,1300,Rags,,Towson Run Tributary,Baltimore County,None,,
SSO,City of Baltimore,N/A,1/22/2010,9:35:00 AM,0,9,55,3001 St. Paul St,21218,,,Back River WWTP,1785,1785,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,1/22/2010,7:11:00 PM,,,,2737 Prospect Ave,21216,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,Duration and quantity not provided,,
SSO,City of Baltimore,N/A,3/2/2010,8:32:00 AM,0,1,20,1501 Ashburton St,21216,,,Patapsco WWTP,80,80,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,3/7/2010,5:23:00 PM,0,1,40,4705 Melbourne Rd,21229,,,Patapsco WWTP,530,530,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,4/2/2010,7:25:00 AM,0,2,35,1821 St Paul St,21218,,,Back River WWTP,0,0,Rags,,Jones Falls,City of Baltimore,Quantity reported as undetermined,,
SSO,City of Baltimore,N/A,4/29/2010,9:15:00 AM,0,1,30,1801 N. Gay St,21213,,,Back River WWTP,450,450,Rags,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/3/2010,10:30:00 AM,0,0,30,5700 Chinquapin Pkwy,21239,,,Back River WWTP,30,30,Rags,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/20/2010,1:00:00 PM,0,0,30,5700 Chinquapin Pkwy,21239,,,Back River WWTP,30,30,Rags,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Cecil County DPW,N/A,5/24/2010,8:00:00 AM,,,,"Highlands WWTP, @ the aeration tank",,,,,4500,2500,Rags,,Unknown,Cecil,"Duration, collection system & zip code not provided",,
SSO,Baltimore County DPW,N/A,6/10/2010,9:10:00 AM,0,2,10,"Rosewood Hospital-200 Rosemont Ln, MH 19209",21117,,,Patapsco WWTP,500,500,Rags,,Gwynn's Falls,Baltimore County,None,,
SSO,City of Baltimore,N/A,6/11/2010,9:12:00 AM,0,1,0,533 N. Brice St,21223,,,Back River WWTP,60,60,Rags,,Gwynn's Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,6/27/2010,9:30:00 PM,0,0,120,1300 Wildwood Pkwy,21229,,,Patapsco WWTP,600,600,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Cecil County DPW,N/A,7/7/2010,7:45:00 AM,,,,Highlands WWTP,,,,,3000,1500,Rags,,Unknown,Cecil,"Duration, collection system & zip code not provided",,
SSO,Baltimore County DPW,N/A,7/12/2010,1:08:00 PM,0,1,42,"6729 Queens Ferry Road, MH #3997-3996",21239,,,Back River WWTP,175,175,Rags,,Herring Run,Baltimore County,None,,
SSO,City of Baltimore,N/A,7/26/2010,2:00:00 PM,0,1,0,1115 N Woodington Ave,21229,,,Patapsco WWTP,300,300,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,8/13/2010,4:00:00 PM,0,2,30,219 Collins Ave,21229,,,Patapsco WWTP,750,750,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,8/15/2010,10:20:00 AM,0,1,0,5675 Utrecht Road,21206,,,Back River WWTP,100,100,Rags,,Moores Run,Baltimore County,None,,
SSO,City of Baltimore,N/A,10/17/2010,4:58:00 PM,0,0,37,2613 Chelsea Terr,21216,,,Patapsco WWTP,185,185,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Cecil County DPW,N/A,10/17/2010,6:00:00 PM,0,3,30,"MH behind 101 Willow Drive, Elkton",21921,,,Elkton WWTP,4000,4000,Rags,,Unknown,Cecil,None,,
SSO,City of Baltimore,N/A,10/17/2010,7:00:00 PM,0,2,30,15 Inglewood Rd,21210,,,Patapsco WWTP,750,750,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/3/2010,2:32:00 PM,0,0,188,513 Cumberland St,21217,,,Patapsco WWTP,0,0,Rags,,Jones Falls,City of Baltimore,"Quanity reported as ""unknown"" and collection system not provided",,
SSO,Baltimore County DPW,N/A,12/4/2010,11:25:00 AM,0,3,5,"Eastern Blvd & Kingston Road, MH # 20871",21220,,,Back River WWTP,300,300,Rags,,Middle River,Baltimore County,None,,
SSO,City of Baltimore,N/A,12/9/2010,9:20:00 PM,0,0,60,201 N. Carey St,21223,,,Back River WWTP,0,0,Rags,,Inner Harbor,City of Baltimore,Quantity reported as unknown,,
SSO,Charles County DPW,N/A,1/9/2011,2:50:00 PM,0,1,0,St. Mark's PS,,,,,1800,1800,Rags,,Unknown,Charles,Zip code & collection not provided,,
SSO,City of Baltimore,N/A,1/17/2011,5:00:00 PM,0,2,40,318 Ismlon St,21224,,,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,Quantity reported as unknown & collection system not provided,,
SSO,Charles County DPW,N/A,2/17/2011,4:30:00 PM,0,1,45,West end of Post Office Lake,,,,,2700,2700,Rags,,Lake,Charles,"Zip code, collection system not provided. Receiving waters reported as ""Lake""",,
SSO,WSSC,N/A,2/24/2011,6:34:00 AM,0,3,32,"12305 Connecticut Ave., Clean out 00044565000, Silver Spring",20906,,,,3,3,Rags,,Rock Creek,Montgomery,Collection system not provided,,
SSO,City of Baltimore,N/A,3/8/2011,4:52:00 PM,0,0,35,2303 McCulloh St,21217,,,Patapsco WWTP,0,0,Rags,,Jones Falls,City of Baltimore,Quantity reported as unknown & collection system not provided,,
SSO,City of Baltimore,N/A,3/17/2011,2:10:00 PM,0,4,30,619 N. Calhoun St,21217,,,Patapsco WWTP,0,0,Rags,,Patapsco River,City of Baltimore,Quantity reported as unknown & collection system not provided,,
SSO,City of Baltimore,N/A,3/22/2011,4:47:00 PM,0,3,53,16 S. Monroe St,21223,,,Back River WWTP,0,0,Rags,,Middle Branch,City of Baltimore,Quantity reported as unknown,,
SSO,City of Baltimore,N/A,3/27/2011,2:00:00 PM,0,1,0,3400 Dolfield Ave,21215,,,Patapsco WWTP,180,180,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,4/26/2011,12:11:00 PM,0,0,120,1341 N Carey St,21217,,,Patapsco WWTP,120,120,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/9/2011,,,,,2211 Clifton Ave,21216,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,Overflow not witnessed but evidence found,,
SSO,City of Baltimore,N/A,5/9/2011,,,,,3665 Dudley Ave,21213,,,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,Overflow not witnessed but evidence found,,
SSO,City of Baltimore,N/A,5/13/2011,7:43:00 PM,0,0,119,4004 8th St,21225,,,Back River WWTP,119,119,Rags,,Patapsco River,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/27/2011,,,,,3406 W. Rogers Aave,21215,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,5/28/2011,8:35:00 AM,0,0,66,4800 Falls Rd,21210,,,Patapsco WWTP,396,396,Rags,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,5/29/2011,,,,,3028 Pinewood Ave,21214,,,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,"Duration not provided, Quantity reported as undertermined",,
SSO,City of Baltimore,N/A,5/30/2011,,,,,800 Seagull Ave,21225,,,Back River WWTP,0,0,Rags,,Patapsco River,City of Baltimore,"Duration not provided, Quantity reported as undertermined",,
SSO,City of Baltimore,N/A,6/2/2011,,,,,3914 Park Heights Ave,21216,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,6/9/2011,,,,,2626 Loyola Northway,21216,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"Duration not provided, Quantity reported as undertermined",,
SSO,City of Baltimore,N/A,6/13/2011,,,,,2505 Oswego Ave,21215,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,6/16/2011,,,,,3406 W. Rogers Aave,21216,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,7/7/2011,,,,,1616 Druid Hill Ave,21217,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,7/18/2011,,,,,2107 N Fulton Ave,21217,39.312115,76.646642,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,8/5/2011,12:16:00 PM,0,1,44,3500 Horton Ave,21225,39.239643,76.605142,Back River WWTP,104,104,Rags,,Patapsco River,City of Baltimore,None,,
SSO,City of Baltimore,N/A,8/12/2011,,,,,5217 Springlake Way,21212,39.356434,76.616343,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,8/20/2011,10:00:00 AM,0,6,0,S. Beechfield Ave & Frederick Ave,21229,39.281469,76.692931,Patapsco WWTP,720,720,Rags,,Gwynn's Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,8/24/2011,,,,,3200 White Ave,21214,39.352952,76.555693,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,8/30/2011,,,,,2704 Washington Blvd,21230,39.264409,76.654993,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,9/2/2011,,,,,1813 Eutaw Pl,21217,39.308042,76.630879,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,9/9/2011,,,,,3032 Seamon Ave,21225,39.249918,76.617022,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,9/13/2011,1:00:00 PM,0,1,0,Brentweed Ave & Duver St,21202,,,Back River WWTP,60,60,Rags,,Jones Falls,City of Baltimore,"Lat/Long could not be obtained with the address provided, collection system not provided",,
SSO,City of Baltimore,N/A,9/15/2011,,,,,524 W. Franklin St,21201,39.294862,76.62264,Patapsco WWTP,0,0,rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,9/17/2011,2:22:00 PM,0,3,38,836 Glenallen Dr,21229,,,Patapsco WWTP,218,218,Rags,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with address provided,,
SSO,City of Baltimore,N/A,9/21/2011,,,,,3406 W. Rogers Aave,21215,39.352796,76.681458,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,9/25/2011,6:00:00 PM,0,0,30,3101 Tilden Dr,21211,39.32457,76.62842,Patapsco WWTP,30,30,Rags,,Unknown,City of Baltimore,None,,
SSO,City of Baltimore,N/A,9/27/2011,,,,,4816 Lindsay Rd,21229,,,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,10/4/2011,,,,,4111 Primrose Ave,21215,39.350592,76.694706,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,10/5/2011,,,,,323 N Payson St,21223,39.292164,76.648915,Back River WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,10/9/2011,9:04:00 PM,0,1,57,East Lane & Park Lane,21210,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,Unknown quantity but evidence of overflow,,
SSO,City of Baltimore,N/A,10/17/2011,,,,,1106 N. Gilmore St,21217,,,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,11/9/2011,11:43:00 AM,0,2,48,3705 W. Belvedere Ave,21215,39.346265,76.680327,Patapsco WWTP,168,168,Rags,,Gwynn's Falls,City of Baltimore,None,,No phone record
SSO,City of Baltimore,N/A,11/10/2011,,,,,2308 McCulloh St,21217,39.310969,76.637562,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,No phone record
SSO,City of Baltimore,N/A,11/21/2011,,,,,2737 Prospect St,21216,39.298736,76.662109,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,"Westminster, City of",N/A,11/22/2011,8:00:00 PM,0,1,30,Center Street and Farm Museum Road,21157,,,Westminster WWTP,600,600,Rags,,Unknown,Carroll,Lat/long could not be obtained using the address provided,400,
SSO,City of Baltimore,N/A,11/27/2011,4:30:00 PM,0,2,0,2539 McCulloh St,21217,39.313811,76.640359,Patapsco WWTP,120,120,Rags,,Unknown,City of Baltimore,None,,
SSO,City of Baltimore,N/A,11/30/2011,2:34:00 PM,0,2,26,2503 Linden Ave,21217,39.315333,76.636182,Patapsco WWTP,146,146,Rags,,Jones Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,12/4/2011,,,,,4827 Keswick Rd,21210,39.352924,76.630722,Back River WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,Cecil County DPW,N/A,12/6/2011,2:00:00 PM,,,,1/2 mile west of CSX RR Tracks from Ted Toad Road,21901,,,Northeast River Advance WWTP,100000,100000,Rags,,Northeast River,Cecil,"Volume reported as 100000 minimum, duration unknown",,
SSO,City of Baltimore,N/A,12/6/2011,,,,,531 Random Rd,21229,39.2791,76.701059,Patapsco WWTP,0,0,Rags,,Gwynn's Falls,City of Baltimore,unknown quantity but evidence of overflow,,
SSO,Cecil County DPW,N/A,12/7/2011,12:00:00 PM,0,1,30,1/2 mile west of CSX RR Tracks from Ted Toad Road,20901,,,Northeast River Advance WWTP,2500,2500,Rags,,Unknown,Cecil,Lat/long could not be obtained using the address provided,,
SSO,City of Baltimore,N/A,12/8/2011,6:58:00 AM,0,0,420,3600 Springdale Ave,21216,39.323786,76.677443,Patapsco WWTP,362,362,Rags,,Jones Falls,City of Baltimore,None,,
SSO,City of Baltimore,N/A,12/14/2011,,,,,3834 Lewin Ave,21215,39.340784,76.677354,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,12/21/2011,,,,,1018 N Arlington Ave,21217,39.301046,76.635985,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,12/26/2011,,,,,2905 Whitney Ave,21215,39.358168,76.677003,Patapsco WWTP,0,0,Rags,,Unknown,City of Baltimore,"time discovered & duration not provided, unknown quantity but evidence of overflow",,
SSO,City of Baltimore,N/A,12/31/2011,1:19:00 PM,0,0,240,4103 Liberty Heights Ave,21207,39.328844,76.687445,,240,240,Rags,,Gwynn's Falls,City of Baltimore,Collection system not provided,,
SSO,City of Baltimore,N/A,1/3/2012,11:52:00 AM,0,2,6,3032 Seamon Ave,21225,39.249918,76.617022,,0,0,Rags,,Patapsco River,City of Baltimore,"Blank fields = No Information Submitted, evidence of overflow",,
SSO,City of Baltimore,N/A,1/4/2012,12:00:00 AM,0,0,0,1734 E. 30th St.,21218,39.325376,76.591527,,0,0,Rags,,Unknown,City of Baltimore,"Blank fields = No Information Submitted, evidence of overflow",,
